10.1761, 10.0935, 0.119996, 0.982953, 2.22245e-05, -9.60547e-06, 0.183856, 2.81779, 2.79072, 2.76466, 2.73957, 2.71542, 2.69217, 2.66979, 2.64825, 2.62753, 2.6076, 2.58843, 2.56999, 2.55228, 2.53526, 2.51892, 2.50324, 2.48819, 2.47377, 2.45995, 2.44673, 2.43409, 2.422, 2.41047, 2.39948, 2.38902, 2.37908, 2.36964, 2.3607, 2.35225, 2.34428, 2.33679, 2.32976, 2.32319, 2.31707, 2.31141, 2.30618, 2.30139, 2.29703, 2.29311, 2.2896, 2.28652, 2.28386, 2.28162, 2.27979, 2.27837, 2.27737, 2.27678, 2.27659, 2.27682, 2.27746, 2.27851, 2.27997, 2.28184, 2.28413, 2.28683, 2.28996, 2.29351, 2.29748, 2.30188, 2.30672, 2.31199, 2.31771, 2.32387, 2.33049, 2.33757, 2.34511, 2.35313, 2.36163, 2.37062, 2.38011, 2.39011, 2.40063, 2.41168, 2.42327, 2.43541, 2.44811, 2.4614, 2.47528, 2.48977, 2.50488, 2.52063, 2.53705, 2.55414, 2.57193, 2.59044, 2.60969, 2.6297, 2.65051, 2.67214, 2.69461, 2.71795, 2.7422, 2.76739, 2.79356, 2.82074, 2.84897, 2.8783, 2.90876, 2.94041, 2.9733, 3.00749, 3.04302, 3.07996, 3.11838, 3.11114, 3.06859, 3.02772, 2.98845, 2.95072, 2.91444, 2.87956, 2.84601, 2.81374, 2.78268, 2.75279, 2.72402, 2.69633, 2.66968, 2.64401, 2.6193, 2.59552, 2.57262, 2.55058, 2.52936, 2.50894, 2.48929, 2.47039, 2.45222, 2.43474, 2.41795, 2.40181, 2.38632, 2.37144, 2.35718, 2.3435, 2.3304, 2.31786, 2.30587, 2.29442, 2.28348, 2.27306, 2.26314, 2.25371, 2.24476, 2.23628, 2.22826, 2.2207, 2.21359, 2.20693, 2.20069
10.1761, 10.0935, 0.119996, 0.982917, 2.13487e-05, -9.34966e-06, 0.18405, 2.81699, 2.78995, 2.76392, 2.73886, 2.71473, 2.69151, 2.66915, 2.64764, 2.62694, 2.60703, 2.58788, 2.56947, 2.55178, 2.53478, 2.51846, 2.50279, 2.48777, 2.47336, 2.45957, 2.44636, 2.43373, 2.42167, 2.41015, 2.39918, 2.38873, 2.3788, 2.36938, 2.36046, 2.35202, 2.34407, 2.33658, 2.32957, 2.32301, 2.31691, 2.31126, 2.30604, 2.30127, 2.29692, 2.29301, 2.28952, 2.28645, 2.2838, 2.28157, 2.27975, 2.27835, 2.27736, 2.27677, 2.2766, 2.27684, 2.27749, 2.27855, 2.28002, 2.28191, 2.28421, 2.28693, 2.29007, 2.29363, 2.29761, 2.30203, 2.30688, 2.31216, 2.31789, 2.32407, 2.3307, 2.33779, 2.34535, 2.35338, 2.3619, 2.37091, 2.38041, 2.39043, 2.40096, 2.41202, 2.42363, 2.43578, 2.44851, 2.46181, 2.47571, 2.49021, 2.50534, 2.52112, 2.53755, 2.55466, 2.57247, 2.591, 2.61028, 2.63032, 2.65115, 2.6728, 2.69529, 2.71866, 2.74294, 2.76816, 2.79436, 2.82157, 2.84983, 2.87919, 2.90969, 2.94138, 2.97431, 3.00853, 3.0441, 3.08109, 3.11955, 3.10987, 3.06736, 3.02654, 2.98732, 2.94963, 2.9134, 2.87856, 2.84505, 2.81281, 2.78179, 2.75193, 2.7232, 2.69554, 2.66891, 2.64327, 2.61859, 2.59483, 2.57196, 2.54994, 2.52875, 2.50835, 2.48873, 2.46985, 2.45169, 2.43424, 2.41746, 2.40135, 2.38587, 2.37102, 2.35677, 2.34311, 2.33003, 2.31751, 2.30553, 2.29409, 2.28317, 2.27276, 2.26286, 2.25344, 2.2445, 2.23604, 2.22804, 2.22049, 2.21339, 2.20674, 2.20052
10.176, 10.0935, 0.119996, 0.98288, 2.04925e-05, -9.10138e-06, 0.184247, 2.81618, 2.78918, 2.76317, 2.73814, 2.71404, 2.69084, 2.66852, 2.64703, 2.62635, 2.60646, 2.58734, 2.56895, 2.55128, 2.5343, 2.518, 2.50235, 2.48734, 2.47296, 2.45918, 2.44599, 2.43338, 2.42133, 2.40983, 2.39887, 2.38844, 2.37853, 2.36912, 2.36021, 2.35179, 2.34385, 2.33638, 2.32938, 2.32284, 2.31675, 2.3111, 2.3059, 2.30114, 2.29681, 2.29291, 2.28943, 2.28638, 2.28374, 2.28152, 2.27972, 2.27832, 2.27734, 2.27677, 2.27661, 2.27687, 2.27753, 2.2786, 2.28009, 2.28198, 2.2843, 2.28703, 2.29018, 2.29375, 2.29775, 2.30218, 2.30704, 2.31234, 2.31808, 2.32427, 2.33091, 2.33802, 2.34559, 2.35364, 2.36217, 2.37119, 2.38071, 2.39074, 2.40129, 2.41237, 2.42399, 2.43617, 2.44891, 2.46223, 2.47614, 2.49067, 2.50582, 2.52161, 2.53806, 2.55519, 2.57303, 2.59158, 2.61087, 2.63094, 2.65179, 2.67347, 2.69599, 2.71939, 2.74369, 2.76894, 2.79517, 2.82241, 2.8507, 2.88009, 2.91063, 2.94235, 2.97532, 3.00958, 3.04519, 3.08222, 3.12073, 3.10858, 3.06613, 3.02536, 2.98618, 2.94854, 2.91235, 2.87755, 2.84407, 2.81187, 2.78088, 2.75106, 2.72236, 2.69473, 2.66814, 2.64253, 2.61788, 2.59414, 2.5713, 2.5493, 2.52813, 2.50776, 2.48816, 2.4693, 2.45117, 2.43373, 2.41698, 2.40088, 2.38542, 2.37059, 2.35636, 2.34272, 2.32965, 2.31715, 2.30519, 2.29376, 2.28286, 2.27246, 2.26257, 2.25317, 2.24425, 2.2358, 2.22781, 2.22028, 2.21319, 2.20655, 2.20034
10.176, 10.0935, 0.119996, 0.982843, 1.96563e-05, -8.85926e-06, 0.184444, 2.81537, 2.78839, 2.76242, 2.73742, 2.71334, 2.69017, 2.66787, 2.64641, 2.62576, 2.60589, 2.58679, 2.56842, 2.55077, 2.53381, 2.51753, 2.5019, 2.48691, 2.47255, 2.45878, 2.44561, 2.43302, 2.42099, 2.4095, 2.39856, 2.38815, 2.37825, 2.36885, 2.35996, 2.35155, 2.34363, 2.33617, 2.32919, 2.32266, 2.31658, 2.31095, 2.30577, 2.30102, 2.2967, 2.29281, 2.28934, 2.2863, 2.28368, 2.28147, 2.27968, 2.2783, 2.27733, 2.27677, 2.27663, 2.27689, 2.27756, 2.27865, 2.28015, 2.28206, 2.28438, 2.28713, 2.29029, 2.29387, 2.29788, 2.30233, 2.3072, 2.31251, 2.31827, 2.32447, 2.33113, 2.33825, 2.34584, 2.3539, 2.36244, 2.37148, 2.38102, 2.39106, 2.40163, 2.41272, 2.42436, 2.43655, 2.44931, 2.46265, 2.47658, 2.49112, 2.50629, 2.5221, 2.53858, 2.55573, 2.57358, 2.59216, 2.61148, 2.63156, 2.65244, 2.67414, 2.69669, 2.72011, 2.74445, 2.76972, 2.79598, 2.82325, 2.85158, 2.881, 2.91157, 2.94334, 2.97634, 3.01064, 3.0463, 3.08337, 3.12193, 3.10729, 3.06489, 3.02416, 2.98504, 2.94744, 2.91129, 2.87653, 2.84309, 2.81093, 2.77998, 2.75019, 2.72152, 2.69393, 2.66736, 2.64178, 2.61716, 2.59345, 2.57063, 2.54866, 2.52751, 2.50717, 2.48759, 2.46875, 2.45064, 2.43323, 2.41649, 2.40041, 2.38497, 2.37016, 2.35594, 2.34232, 2.32927, 2.31678, 2.30484, 2.29343, 2.28254, 2.27216, 2.26229, 2.2529, 2.24399, 2.23555, 2.22758, 2.22006, 2.21299, 2.20636, 2.20017
10.176, 10.0935, 0.119996, 0.982806, 1.884e-05, -8.62268e-06, 0.184644, 2.81455, 2.78761, 2.76166, 2.73669, 2.71264, 2.6895, 2.66722, 2.64578, 2.62516, 2.60531, 2.58623, 2.56789, 2.55026, 2.53332, 2.51706, 2.50145, 2.48648, 2.47213, 2.45839, 2.44523, 2.43266, 2.42064, 2.40918, 2.39825, 2.38785, 2.37797, 2.36859, 2.35971, 2.35132, 2.34341, 2.33597, 2.32899, 2.32248, 2.31642, 2.3108, 2.30563, 2.30089, 2.29658, 2.29271, 2.28926, 2.28623, 2.28361, 2.28142, 2.27964, 2.27827, 2.27732, 2.27677, 2.27664, 2.27691, 2.2776, 2.2787, 2.28021, 2.28213, 2.28447, 2.28723, 2.2904, 2.294, 2.29802, 2.30248, 2.30736, 2.31269, 2.31846, 2.32468, 2.33135, 2.33848, 2.34609, 2.35416, 2.36272, 2.37177, 2.38132, 2.39138, 2.40197, 2.41308, 2.42473, 2.43694, 2.44971, 2.46307, 2.47702, 2.49158, 2.50677, 2.5226, 2.5391, 2.55627, 2.57415, 2.59274, 2.61208, 2.63219, 2.6531, 2.67482, 2.6974, 2.72085, 2.74521, 2.77052, 2.7968, 2.82411, 2.85247, 2.88193, 2.91253, 2.94433, 2.97737, 3.01171, 3.04741, 3.08453, 3.12313, 3.10599, 3.06363, 3.02296, 2.98388, 2.94632, 2.91022, 2.8755, 2.84211, 2.80998, 2.77906, 2.74931, 2.72068, 2.69311, 2.66657, 2.64103, 2.61643, 2.59275, 2.56995, 2.54801, 2.52689, 2.50657, 2.48701, 2.4682, 2.45011, 2.43271, 2.416, 2.39994, 2.38452, 2.36972, 2.35553, 2.34192, 2.32889, 2.31642, 2.30449, 2.2931, 2.28222, 2.27186, 2.262, 2.25262, 2.24373, 2.23531, 2.22735, 2.21984, 2.21279, 2.20617, 2.19999
10.176, 10.0934, 0.119996, 0.982768, 1.80438e-05, -8.39255e-06, 0.184845, 2.81373, 2.78681, 2.7609, 2.73595, 2.71194, 2.68882, 2.66657, 2.64515, 2.62455, 2.60473, 2.58567, 2.56735, 2.54974, 2.53283, 2.51658, 2.501, 2.48605, 2.47172, 2.45799, 2.44485, 2.43229, 2.42029, 2.40885, 2.39794, 2.38755, 2.37768, 2.36832, 2.35946, 2.35108, 2.34318, 2.33576, 2.3288, 2.3223, 2.31625, 2.31065, 2.30549, 2.30076, 2.29647, 2.29261, 2.28917, 2.28615, 2.28355, 2.28137, 2.2796, 2.27825, 2.27731, 2.27677, 2.27665, 2.27694, 2.27764, 2.27875, 2.28027, 2.28221, 2.28456, 2.28733, 2.29051, 2.29413, 2.29816, 2.30263, 2.30753, 2.31287, 2.31865, 2.32489, 2.33157, 2.33872, 2.34634, 2.35443, 2.363, 2.37207, 2.38163, 2.39171, 2.40231, 2.41344, 2.42511, 2.43733, 2.45012, 2.4635, 2.47747, 2.49205, 2.50726, 2.52311, 2.53962, 2.55682, 2.57471, 2.59333, 2.6127, 2.63283, 2.65376, 2.67551, 2.69811, 2.72159, 2.74598, 2.77132, 2.79763, 2.82497, 2.85336, 2.88286, 2.9135, 2.94533, 2.97841, 3.0128, 3.04854, 3.0857, 3.12435, 3.10467, 3.06237, 3.02175, 2.98272, 2.94521, 2.90914, 2.87447, 2.84111, 2.80902, 2.77814, 2.74843, 2.71982, 2.69229, 2.66578, 2.64026, 2.6157, 2.59205, 2.56928, 2.54736, 2.52626, 2.50596, 2.48643, 2.46764, 2.44957, 2.4322, 2.4155, 2.39946, 2.38406, 2.36928, 2.35511, 2.34152, 2.3285, 2.31605, 2.30414, 2.29276, 2.2819, 2.27156, 2.26171, 2.25235, 2.24347, 2.23506, 2.22712, 2.21962, 2.21258, 2.20598, 2.19981
10.176, 10.0934, 0.119996, 0.98273, 1.72674e-05, -8.16864e-06, 0.185048, 2.8129, 2.78601, 2.76013, 2.73521, 2.71122, 2.68813, 2.66591, 2.64452, 2.62394, 2.60415, 2.58511, 2.56681, 2.54922, 2.53233, 2.51611, 2.50054, 2.48561, 2.4713, 2.45759, 2.44447, 2.43193, 2.41995, 2.40851, 2.39762, 2.38725, 2.3774, 2.36805, 2.3592, 2.35084, 2.34296, 2.33555, 2.3286, 2.32211, 2.31608, 2.31049, 2.30534, 2.30063, 2.29636, 2.29251, 2.28908, 2.28607, 2.28349, 2.28132, 2.27957, 2.27822, 2.27729, 2.27677, 2.27666, 2.27697, 2.27768, 2.2788, 2.28034, 2.28228, 2.28465, 2.28743, 2.29063, 2.29425, 2.2983, 2.30279, 2.3077, 2.31305, 2.31885, 2.3251, 2.3318, 2.33896, 2.34659, 2.35469, 2.36328, 2.37237, 2.38195, 2.39204, 2.40265, 2.4138, 2.42549, 2.43773, 2.45054, 2.46393, 2.47792, 2.49252, 2.50775, 2.52362, 2.54015, 2.55737, 2.57529, 2.59393, 2.61332, 2.63348, 2.65443, 2.67621, 2.69883, 2.72234, 2.74676, 2.77213, 2.79847, 2.82584, 2.85427, 2.88379, 2.91447, 2.94635, 2.97947, 3.01389, 3.04967, 3.08688, 3.12558, 3.10335, 3.0611, 3.02053, 2.98154, 2.94408, 2.90806, 2.87342, 2.84011, 2.80806, 2.77722, 2.74753, 2.71896, 2.69146, 2.66499, 2.6395, 2.61496, 2.59134, 2.56859, 2.5467, 2.52563, 2.50535, 2.48584, 2.46708, 2.44903, 2.43168, 2.415, 2.39898, 2.3836, 2.36884, 2.35468, 2.34111, 2.32812, 2.31568, 2.30378, 2.29242, 2.28158, 2.27125, 2.26142, 2.25207, 2.24321, 2.23481, 2.22688, 2.2194, 2.21237, 2.20579, 2.19963
10.176, 10.0934, 0.119996, 0.982691, 1.65111e-05, -7.95196e-06, 0.185252, 2.81206, 2.78521, 2.75936, 2.73447, 2.71051, 2.68744, 2.66525, 2.64388, 2.62333, 2.60356, 2.58455, 2.56627, 2.5487, 2.53183, 2.51563, 2.50008, 2.48517, 2.47087, 2.45718, 2.44408, 2.43156, 2.41959, 2.40818, 2.3973, 2.38695, 2.37711, 2.36778, 2.35895, 2.3506, 2.34273, 2.33534, 2.3284, 2.32193, 2.31591, 2.31034, 2.3052, 2.30051, 2.29624, 2.2924, 2.28899, 2.286, 2.28343, 2.28127, 2.27953, 2.2782, 2.27728, 2.27678, 2.27668, 2.27699, 2.27772, 2.27885, 2.2804, 2.28236, 2.28474, 2.28753, 2.29075, 2.29438, 2.29845, 2.30294, 2.30787, 2.31324, 2.31905, 2.32531, 2.33202, 2.3392, 2.34684, 2.35496, 2.36357, 2.37267, 2.38226, 2.39237, 2.403, 2.41416, 2.42587, 2.43813, 2.45096, 2.46437, 2.47837, 2.49299, 2.50824, 2.52413, 2.54069, 2.55793, 2.57587, 2.59453, 2.61394, 2.63413, 2.65511, 2.67691, 2.69956, 2.7231, 2.74754, 2.77294, 2.79932, 2.82672, 2.85518, 2.88474, 2.91546, 2.94737, 2.98053, 3.01499, 3.05082, 3.08807, 3.12681, 3.10202, 3.05982, 3.0193, 2.98037, 2.94295, 2.90697, 2.87238, 2.8391, 2.80709, 2.77628, 2.74663, 2.7181, 2.69063, 2.66419, 2.63873, 2.61422, 2.59062, 2.56791, 2.54604, 2.52499, 2.50474, 2.48525, 2.46651, 2.44848, 2.43115, 2.4145, 2.3985, 2.38314, 2.3684, 2.35426, 2.3407, 2.32772, 2.3153, 2.30343, 2.29208, 2.28126, 2.27094, 2.26112, 2.25179, 2.24294, 2.23456, 2.22665, 2.21918, 2.21217, 2.20559, 2.19945
10.176, 10.0934, 0.119996, 0.982652, 1.57749e-05, -7.74017e-06, 0.185458, 2.81122, 2.7844, 2.75858, 2.73372, 2.70979, 2.68675, 2.66458, 2.64324, 2.62271, 2.60297, 2.58398, 2.56572, 2.54818, 2.53132, 2.51514, 2.49961, 2.48472, 2.47045, 2.45678, 2.4437, 2.43119, 2.41924, 2.40784, 2.39698, 2.38665, 2.37682, 2.36751, 2.35869, 2.35036, 2.3425, 2.33512, 2.32821, 2.32175, 2.31574, 2.31018, 2.30506, 2.30038, 2.29612, 2.2923, 2.2889, 2.28592, 2.28336, 2.28122, 2.27949, 2.27818, 2.27727, 2.27678, 2.27669, 2.27702, 2.27776, 2.27891, 2.28047, 2.28244, 2.28483, 2.28764, 2.29086, 2.29452, 2.29859, 2.3031, 2.30804, 2.31342, 2.31925, 2.32552, 2.33225, 2.33944, 2.3471, 2.35524, 2.36386, 2.37297, 2.38258, 2.39271, 2.40335, 2.41453, 2.42625, 2.43853, 2.45138, 2.46481, 2.47883, 2.49347, 2.50874, 2.52465, 2.54123, 2.55849, 2.57645, 2.59514, 2.61457, 2.63478, 2.65579, 2.67761, 2.7003, 2.72386, 2.74834, 2.77376, 2.80017, 2.8276, 2.8561, 2.8857, 2.91645, 2.9484, 2.9816, 3.0161, 3.05198, 3.08927, 3.12806, 3.10068, 3.05854, 3.01806, 2.97918, 2.9418, 2.90587, 2.87132, 2.83809, 2.80611, 2.77534, 2.74573, 2.71723, 2.68979, 2.66338, 2.63795, 2.61347, 2.5899, 2.56721, 2.54537, 2.52435, 2.50412, 2.48466, 2.46594, 2.44793, 2.43063, 2.41399, 2.39801, 2.38267, 2.36795, 2.35383, 2.34029, 2.32733, 2.31493, 2.30307, 2.29174, 2.28093, 2.27063, 2.26083, 2.25151, 2.24268, 2.23431, 2.22641, 2.21896, 2.21196, 2.2054, 2.19927
10.176, 10.0934, 0.119996, 0.982613, 1.50589e-05, -7.53395e-06, 0.185665, 2.81037, 2.78359, 2.75779, 2.73296, 2.70906, 2.68605, 2.66391, 2.6426, 2.62209, 2.60237, 2.5834, 2.56517, 2.54765, 2.53082, 2.51466, 2.49915, 2.48427, 2.47002, 2.45637, 2.4433, 2.43081, 2.41889, 2.4075, 2.39666, 2.38634, 2.37653, 2.36724, 2.35843, 2.35011, 2.34228, 2.33491, 2.32801, 2.32156, 2.31557, 2.31002, 2.30492, 2.30025, 2.29601, 2.2922, 2.28881, 2.28585, 2.2833, 2.28117, 2.27945, 2.27815, 2.27726, 2.27678, 2.27671, 2.27705, 2.2778, 2.27896, 2.28053, 2.28252, 2.28492, 2.28774, 2.29098, 2.29465, 2.29874, 2.30326, 2.30821, 2.31361, 2.31945, 2.32574, 2.33248, 2.33969, 2.34736, 2.35551, 2.36415, 2.37328, 2.3829, 2.39305, 2.40371, 2.4149, 2.42664, 2.43894, 2.4518, 2.46525, 2.4793, 2.49395, 2.50924, 2.52517, 2.54177, 2.55905, 2.57704, 2.59575, 2.61521, 2.63544, 2.65647, 2.67833, 2.70104, 2.72463, 2.74913, 2.77459, 2.80103, 2.8285, 2.85703, 2.88666, 2.91745, 2.94944, 2.98268, 3.01723, 3.05314, 3.09049, 3.12932, 3.09933, 3.05724, 3.01682, 2.97798, 2.94066, 2.90477, 2.87026, 2.83706, 2.80513, 2.7744, 2.74482, 2.71635, 2.68895, 2.66257, 2.63717, 2.61272, 2.58918, 2.56652, 2.5447, 2.52371, 2.5035, 2.48406, 2.46536, 2.44738, 2.4301, 2.41348, 2.39752, 2.3822, 2.3675, 2.3534, 2.33988, 2.32694, 2.31455, 2.30271, 2.29139, 2.2806, 2.27032, 2.26053, 2.25123, 2.24241, 2.23406, 2.22617, 2.21874, 2.21175, 2.2052, 2.19908
